premise	hypothesis	span_similarity	sentence_similarity
{{A man with his arms raised at the top of a mountain.}}	{{A person in a red shirt is standing, with arms raised, at the top of a mountain.}}	1	1
{{Three children stand on or near a fence.}}	{{The three children are standing on and by a fence.}}	1	1
{{A group of four children dancing in a backyard.}}	{{A group of children do stretches on colored mats.}}	1	1
{{Two constructions workers sit on a beam taking a break.}}	{{The man is putting on his shirt near an elevator.}}	1	1
{{A man is holding a very long leash attached to a very large dog who is smelling the grass.}}	{{A man holds a long leash with a large gray dog attached to it.}}	1	1
{{This is a boat on the water with mountains in the background.}}	{{A white boat on glassy water with mountains in the background.}}	1	1
{{Two boys are jumping into a pool.}}	{{Two boys are in midair jumping into an inground pool.}}	1	1
{{Scuba diver submerged in water.}}	{{The scuba diver is underwater.}}	1	1
{{The brown and black dog sprints across the snow.}}	{{A black dog is running quickly along the ground.}}	1	1
{{A black dog jumps through the water.}}	{{A dog walks through the snow.}}	1	1
{{A brown dog walks in the grass with it's tongue hanging out.}}	{{A grey dog walks in the green grass, tongue hanging out.}}	1	1
{{A person in a striped fleece clips a carabiner onto a metal line.}}	{{A young woman in a helmet attaches a pulley to a cable.}}	1	1
{{A lean dog runs through green grass.}}	{{A brown dog and two black dogs in an overgrown grassy field.}}	1	1
{{Many cars parked on a mountain.}}	{{A group of cars parked on a hill}}	1	1
{{A light brown dog is running in the water.}}	{{A brown and white dog running into the water}}	1	1
{{three dogs playing on a beach}}	{{A boy standing on a beach.}}	1	1
{{a dog jumps into the pond.}}	{{the skateboarder jumps into the air.}}	1	1
{{A white and black dog is jumping into a pool.}}	{{A woman in a black apron is standing in front of a mirror.}}	1	1
{{A brown dog is running through green grass.}}	{{A brown dog is running though a river.}}	1	1
{{Three children playing on rocks near a lake}}	{{Three men playing baseball.}}	1	1
{{A man in black shaving a ice sculpture.}}	{{A man has a chainsaw and is carving a block of ice.}}	1	1
{{A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.}}	{{The dog with the red collar is bearing it's teeth at the dog with the blue collar.}}	1	1
{{A dog looking at the camera in snow.}}	{{A dog is walking in a tire track in the snow.}}	1	1
{{A surfer is riding on a breaking wave.}}	{{A surfer is riding a wave.}}	1	1
{{The # 2 greyhound dog is running around a track.}}	{{a muzzled greyhound dog is running around a track}}	1	1
{{A black dog is running after a white dog in the snow.}}	{{Black dog chasing brown dog through snow}}	1	1
{{A man wearing an orange coat speaks to another as they walk in the snow.}}	{{A man and woman dressedin old fashion clothing sit outside at a table.}}	1	1
{{Dog running on shore beside two geese in water}}	{{A black dog running along the sandy shoreline of a body of water while two ducks swim nearby.}}	1	1
{{A group of people in boats racing towards the shore.}}	{{A group of people stand together and pose in front of a house.}}	1	1
{{A family is playing on the beach with their dog.}}	{{A naked little girl being thrown into the air.}}	1	1
{{A man is wind sailing in the ocean.}}	{{A dog is running through the ocean.}}	1	1
{{A small dog runs through a grassy field.}}	{{Two dogs bound across the grass.}}	1	1
{{A young child blows on an orange wand to make a bubble.}}	{{An Asian child is blowing bubbles from an orange bubble hoop.}}	1	1
{{two woman sit on a park bench.}}	{{Two women sitting on a bench by the water.}}	1	1
{{a bird lands in the water.}}	{{a boat floats in the water.}}	1	1
{{Two young men are juggling multi-colored blocks with people watching.}}	{{Two men stand juggling colored boxes while other men stand on a balcony.}}	1	1
{{A person is skijoring with a dog in the mountains.}}	{{A brown dog is playing with a ball in the water.}}	1	1
{{A black dog runs through a muddy bank.}}	{{A lean dog runs through a wooded area.}}	1	1
{{The brown dog is playing in the snow.}}	{{A black dog is playing in the snow.}}	1	1
{{The person is doing a handstand on the beach.}}	{{A kid is doing a hand-stand on the beach.}}	1	1
{{A tan girl in a floral bikini is swimming in dark blue waters.}}	{{a little girl in a flowered bathingsuit runs through the sand at the beach}}	1	1
{{A black dog is running through the snow.}}	{{The German shepherd dog is running through the snow.}}	1	1
{{The large dog wading in the water and shaking.}}	{{Three dark dogs swimming and one of them has a ball.}}	1	1
{{Two dogs are playing around in the dirt.}}	{{A dancer posing for the camera in a red and white dress.}}	1	1
{{A dog running across the sand}}	{{A dog running through the water.}}	1	1
{{A white and tan dog runs through the tall green grass.}}	{{A medium sized brown and white streaked dog is running through tall grass.}}	1	1
{{A group of four hiking through a snowy forest.}}	{{A group of people hike through a snowy wooded area.}}	1	1
{{A man in plaid shirt hits a tree with an Axe.}}	{{A man in a plaid shirt uses a tool by a tree.}}	1	1
{{A smiling man and a baby girl posing for photo.}}	{{A smiling man holds a small child wearing pink and red.}}	1	1
{{White dog outside with two people in background.}}	{{Little boy coming at camera down blue slide, smiling woman in background.}}	1	1
{{Three dogs are playing in the water.}}	{{Three dogs run in the snow.}}	1	1
{{A girl jumping on a sand dune at the ocean.}}	{{The little girl jumps up into the air with the sand beneath her.}}	1	1
{{A shirtless man rock climbs.}}	{{A man rock climbing.}}	1	1
{{An adult male wearing a backpack walks and looks to the left.}}	{{A man wearing a backpack looking to the side.}}	1	1
{{A black and white dog jumping high to catch a ball.}}	{{Two black and white dogs run across a green field.}}	1	1
{{A snowboarder goes down a ramp.}}	{{A snowboarder going over a ramp.}}	1	1
{{A young man and woman sitting on a bench outside are kissing.}}	{{The man and woman sitting on a bench are kissing.}}	1	1
{{The woman is holding the harness that the brown and white dog is wearing.}}	{{A man and woman are looking at artwork that is on easels and clipped to a fencing wall.}}	1	1
{{A wet child shivers under a towel at a pool.}}	{{A wet child is shivering in a towel in front of a pool.}}	1	1
{{A white and brown dog rolls on it's back in the sand.}}	{{A dog lying on its back in the sand.}}	1	1
{{A large brown dog is walking along side a river.}}	{{A brown dog walks on the rocks near a river.}}	1	1
{{A man wearing a blue shirt crouches on a rocky cliff.}}	{{a man sits on a rock.}}	1	1
{{A boy waves around a sparkler.}}	{{A young boy is twisting a sparkler around in the air.}}	1	1
{{A brown dog leaping from a dock into the water.}}	{{A tan dog leaps into the water.}}	1	1
{{Two children are on a fairground ride.}}	{{Two children are on a giant inflatable slide.}}	1	1
{{A boy with a broken arm is resting in a bed.}}	{{A boy with a broken arm is sleeping.}}	1	1
{{A brown dog lunges for a yellow toy.}}	{{A brown dog chasing a yellow toy.}}	1	1
{{three little boys cover themselves with bubbles.}}	{{Three children standing by a pool are covered in foam bubbles.}}	1	1
{{Two dogs ankle-deep in water.}}	{{Two brown dogs play in the water.}}	1	1
{{A man and a woman are standing in front of a building}}	{{Two girls are sitting on an ATV on the sand in front of a bridge.}}	1	1
{{A black dog walking through water.}}	{{Two black dogs walking through the snow.}}	1	1
{{Two kids splashing in the water.}}	{{Two dogs play together on the bed.}}	1	1
{{A black dog with a gemmed collar is sitting on white carpet.}}	{{A black dog with a blue collar is sitting on beige carpet.}}	1	1
{{Three dogs on grass running towards the camera.}}	{{Several large dogs are running through a large grassy area.}}	1	1
{{A person wearing jeans sits on top of a horse saddle.}}	{{The girl is sitting on top of a saddle.}}	1	1
{{A white dog bounding through snow}}	{{A large white dog is bounding through a snowy field.}}	1	1
{{Many people run in a race on a street.}}	{{A puppy running along a street.}}	1	1
{{A dog swimming in a lake has sunshine shining on him.}}	{{A dog swims while carrying a stick in its mouth.}}	1	1
{{A girl in a pink jacket is walking through a large puddle.}}	{{A young boy is splashing through a puddle of water.}}	1	1
{{A girl sits on a red play structure}}	{{A little girl on a red jungle gym.}}	1	1
{{A group of people in front of a red fire truck.}}	{{A group of people are standing around a red fire truck.}}	1	1
{{The black and white dog runs through the grass.}}	{{three black and white dogs running through a watery field.}}	1	1
{{A boy in red jumping into a sandbox.}}	{{A dog swimming in a pond}}	1	1
{{A boy wearing a blue jacket swings a bat at a white ball.}}	{{A young boy in a blue jacket swings a bat at a ball.}}	1	1
{{Three dogs are playing in the white snow.}}	{{Three dogs play with a Frisbee in a snowy field.}}	1	1
{{A man in a black wetsuit is surfung in the waves.}}	{{A surfer in a black wet suit surfs on a medium wave.}}	1	1
{{A black dog jumping into a lake.}}	{{A black dog runs very fast in a field in a park.}}	1	1
{{Two dogs playing in the snow.}}	{{Two black dogs in the snow.}}	1	1
{{Two dogs run on the grass.}}	{{A dog running on the grass.}}	1	1
{{A tennis player hitting the ball.}}	{{Two boys splashing in the surf.}}	1	1
{{A man wearing a orange vest is canoeing in the blue water.}}	{{A man in an orange jacket raising his hands to the sky in the sand.}}	1	1
{{A black dog asleep in a car.}}	{{A black and tan dog sleeps in the car.}}	1	1
{{A group of men play rugby.}}	{{A group of men are playing ball together.}}	1	1
{{A man is riding a kayak through water.}}	{{A man kayaks in rough water.}}	1	1
{{A brown dog is jumping up to catch a green strap in it's mouth.}}	{{A grey dog jumps to bite a green leash.}}	1	1
{{A brown dog is sniffing a white dog that is lying on the floor.}}	{{Dog sniffing another dog lying under furniture.}}	1	1
{{A black and grey dog runs in a field with it's tongue hanging out.}}	{{A black dog with a red collar walks through the grass with his mouth open and tongue hanging out.}}	1	1
{{A young girl running on the beach.}}	{{A little girl running at on the shore of a beach.}}	1	1
{{A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.}}	{{A brown dog splashes in the water while carrying a ball in it's mouth.}}	1	1
{{Two dogs groom each other.}}	{{Two dogs jumping on each other.}}	1	1
{{Two dogs, the white one standing on a Frisbee, playing together on grass.}}	{{Two dogs play on the grass.}}	1	1
{{A boy receives a light saber for Christmas.}}	{{A boy holds a light saber in front of a Christmas tree.}}	1	1
{{The man sits on a sofa under the bridge and litter is all around him.}}	{{A man is sitting on a couch under an expressway ledge.}}	1	1
{{The white and brown dog runs across the grass.}}	{{A brown and white dog runs across the grass.}}	1	1
{{A brown dog biting a horse's leg.}}	{{A dog nips at the leg of a horse.}}	1	1
{{a young baby girl wearing a white outfit swinging in a baby swing}}	{{a young girl wearing a black and red swimsuit swinging on a swing}}	1	1
{{A white dog with light brown markings has a stick in his mouth and his paws in the snow.}}	{{A white dog holds a stick in its mouth while it runs through snow.}}	1	1
{{A brown dog runs through the water in the ocean.}}	{{A brown dog runs through the water as a wave comes.}}	1	1
{{Two dogs play in the grass.}}	{{Two dogs are playing in the grass.}}	1	1
{{Two men on the side of a barge}}	{{A man is lying the grass with long hair and beard.}}	1	1
{{A man juggles at the beach.}}	{{A man in swim trunks is juggling on the beach}}	1	1
{{Two people and a dog are in the snow.}}	{{Two people playing on a snowy hill.}}	1	1
{{The man is standing on the shore hitting a ball with a paddle.}}	{{Two teenage girls are standing on beside the beach listening to ipods.}}	1	1
{{Two girls walking in the ocean.}}	{{two girls walking in the street}}	1	1
{{A man jumps off of one rooftop onto another.}}	{{A young man jumps from one balcony to another.}}	1	1
{{a woman playing with two young boys at a park}}	{{A woman and three kids play at a park.}}	1	1
{{A man wearing glasses stands in front of a snowy mountain.}}	{{A man wearing black shorts is standing in front of a snow covered mountain.}}	1	1
{{Three boys playing soccer in a field}}	{{Three boys playing soccer.}}	1	1
{{A black dog is running through the snow.}}	{{A black pit bull dog is running through the dirt.}}	1	1
{{Two girls taking a picture of themselves}}	{{Two blonde girls are taking a picture of themselves.}}	1	1
{{a man wearing a grey jacket standing on the side of a street.}}	{{A boy wearing a blue life jacket is holding onto the side of a green boat.}}	1	1
{{A black dog jumps in the snow.}}	{{A black dog jumping over tire tracks in the snow.}}	1	1
{{child hanging upside down from a tree swing}}	{{A girl is by a tree hanging upside-down from a swing.}}	1	1
{{A black and white dog is running through a snowy field.}}	{{A black, brown and white dog running through a field.}}	1	1
{{A man riding his bike on the beach by the ocean.}}	{{A man walking his cow down the side of the road.}}	1	1
{{A boy jumps into a not-so-crowded public pool.}}	{{A man jumps while on a snowboard.}}	1	1
{{A brown dog jumps high in the grass.}}	{{A brown dog digs in the sand.}}	1	1
{{a group of old men walking down the street}}	{{A couple walking down the street.}}	1	1
{{A group of people are camping out on some rocks.}}	{{A group of people are standing beside a fire truck.}}	1	1
{{The two dogs are playing fetch in the snow.}}	{{The dogs play in the snow.}}	1	1
{{Dog is jumping down a ramp.}}	{{A girls is jumping in the sand.}}	1	1
{{Three greyhounds racing on a track}}	{{Five greyhounds are racing on a sand track.}}	1	1
{{Two black dogs are playing on the grass.}}	{{Two black dogs are playing in a grassy plain.}}	1	1
{{A little brown dog is running on the grass.}}	{{The brown dog is running on the grass.}}	1	1
{{A boy wearing a yellow shirt and blue pants is climbing a tree in a hilly area.}}	{{A boy wearing a yellow shirt and blue pants is climbing on a tree branch in a grassy field.}}	1	1
{{A harnessed dog leaps over a log as another dog follows behind.}}	{{A brown and white dog is leaping over a log in a field while another dog follows behind it.}}	1	1
{{A small brown dog jumping up to catch a tennis ball.}}	{{a wet dog chasing a white ball}}	1	1
{{a dog runs through the water.}}	{{A dog runs through the grass.}}	1	1
{{A girl is doing a trick on her trampoline.}}	{{A girl does a handstand on a trampoline.}}	1	1
{{People with numbers on their chests are running in a pack.}}	{{A group of people are running a race.}}	1	1
{{A black dog walking through splashing water in a rocky creek.}}	{{A black dog splashes through greenish water.}}	1	1
{{Child sliding in the snow.}}	{{Man sleeping on the street.}}	1	1
{{A dog runs through a very wooded area.}}	{{A dog running through a creek.}}	1	1
{{A brown dog and a tan dog are playing in tall grass.}}	{{A black and brown dog with a red ball overhead plays in the grass.}}	1	1
{{A person is squeezing through an opening in the rock face.}}	{{A medium sized brown dog is running through an open white wooded area.}}	1	1
{{Six dogs running on the sandy beach.}}	{{Six dogs walking beside the beach.}}	1	1
{{Two people are walking through some water.}}	{{Two girls are walking by a tree in front of a brick building.}}	1	1
{{A woman and a dog rowing down a wide river.}}	{{Woman and dog in rowboat on the water.}}	1	1
{{Three dogs are playing in the water.}}	{{Three dogs swim in the water.}}	1	1
{{A young boy in a blue jacket swings a bat at a ball.}}	{{A young boy wearing a blue visor swings a bat.}}	1	1
{{Three individuals are posing on skis behind a "no skiing" sign.}}	{{Three people on skis are standing behind a no skiing sign.}}	1	1
{{A female DJ holds up a Michael Jackson album.}}	{{a girl holding a picture of Michael Jackson smiling}}	1	1
{{The black and white dog is running on the grass.}}	{{A black and white dog swims in blue water.}}	1	1
{{Two teenage girls, one is smiling.}}	{{A little girl on a kid swing.}}	1	1
{{A brown and black dog walks in the white snow.}}	{{A brown and black dog walks in the snow with it's tongue hanging out.}}	1	1
{{Two teenagers huddle in a doorway in the rain.}}	{{Two people wearing hoodies huddle on a doorstep in the rain.}}	1	1
{{a boy swinging on a swing.}}	{{The girl is on a swing.}}	1	1
{{A young girl doing a back flip in the water.}}	{{a young girl wearing purple running through water}}	1	1
{{A man is riding a bicycle on a dirt path.}}	{{Two dogs running along dirt path.}}	1	1
{{A light brown dog runs down a path happily.}}	{{A pale dog runs down a path.}}	1	1
{{A girl does a back bend on the beach.}}	{{A girl doing a back bend at the beach.}}	1	1
{{Two older men in front of a bus.}}	{{Two men step off the bus together.}}	1	1
{{A little girl walks on a boardwalk with blue domes in the background.}}	{{A man going over a jump on his bike with a river in the background}}	1	1
{{A man on a bike nest to a river.}}	{{A man on a bike does a very high jump.}}	1	1
{{Black and white dog running through water.}}	{{A black and white dog is running through grass.}}	1	1
{{A dalmation is running along the beach.}}	{{A white dog is running on sand.}}	1	1
{{A dog leaps out of the water towards shore.}}	{{a tan dog jumping through the water towards the shore.}}	1	1
{{two dogs play in the grass.}}	{{Two dogs play in the water.}}	1	1
{{A wet white dog is splashing in the water with a stick in it's mouth.}}	{{A white dogs treads the water with sticks in its mouth.}}	1	1
{{A blonde dog is catching a ball in its mouth in the snow.}}	{{A little blonde girl is sitting on a green chair.}}	1	1
{{two puppies playing around in the grass}}	{{Two puppies play in the grass}}	1	1
{{Two dogs run on a dirt area near a forest.}}	{{Two dogs run down a dirt path in the forest.}}	1	1
{{The brown and white dog is running across the sand with a red object in his mouth.}}	{{A dog is running along a beach with a red object in its mouth.}}	1	1
{{Two dogs are playing in the snow.}}	{{The dogs are running in the snow.}}	1	1
{{A brown dog jumps high on a field of grass.}}	{{A brown dog running in field of long green grass.}}	1	1
{{Boat sails in rough water.}}	{{A man is kayaking in rough waters.}}	1	1
{{The girl is playing along with the images on the big screen.}}	{{Three girls holding umbrellas with their backs to the camera.}}	1	1
{{A dog with its two front paws on a rock in a field.}}	{{A dog is running in a field.}}	1	1
{{A man is rock climbing on a natural rock.}}	{{A woman with glowing shoes at an outdoor event.}}	1	1
{{Two dogs holding one Frisbee in their mouths.}}	{{Two dogs holding a single black Frisbee in their mouths}}	1	1
{{Two people are in bed.}}	{{Two boxers are in the ring.}}	1	1
{{A brown and white dog running on grass.}}	{{A brown and white dog running fast in a fenced yard.}}	1	1
{{A dog is jumping over a log with ears flying and tongue out.}}	{{A dog leaps over a log in the woods.}}	1	1
{{A man climbs a snowy mountain.}}	{{A hiker moves up a snowy mountain.}}	1	1
{{a man walks two dogs on leashes down the street}}	{{A man walks two dogs in the city.}}	1	1
{{The beagle is walking on the beach at the waterline.}}	{{A beagle walks along the calm shore.}}	1	1
{{Two Asian men and Asian woman sit in black massage chairs.}}	{{Two Asian men and a woman are relaxing in massage chairs.}}	1	1
{{Two dogs fighting in the snow.}}	{{Two dogs playing in the snow.}}	1	1
{{a white dog is running through the snow.}}	{{A little white dog running through the sand.}}	1	1
{{A boy wearing a red shirt runs along a beach.}}	{{A boy wearing a red sweater runs along a colorful beach.}}	1	1
{{Two large black dogs are playing in a grassy field.}}	{{Two white dogs are running together.}}	1	1
{{A brown and white dog is walking next to a man on a skateboard.}}	{{A brown and white dog is running down a ramp.}}	1	1
{{two puppies playing around in the grass}}	{{Two dogs are wrestling in the grass.}}	1	1
{{The tan and white dog is running in the field.}}	{{The brown and white dogs run through the field.}}	1	1
{{A woman does a handstand on the beach.}}	{{a blond girl doing a handstand on a beach}}	1	1
{{A black and white dog is swimming in a large green lake.}}	{{A black dog runs fast into shallow water.}}	1	1
{{A dog is running through the snow.}}	{{A brown dog is running through the field.}}	1	1
{{A white and brown dog is running over grass.}}	{{A brown and white dog is running across the grass.}}	1	1
{{a skateboarder doing a trick on a ramp}}	{{A skateboarder riding up to a slope.}}	1	1
{{A man in a batman suit running.}}	{{A man in a batman costume is running a race.}}	1	1
{{A brown dog chews on an orange ball.}}	{{A dog has an orange ball in its mouth.}}	1	1
{{Two dogs are playing on the beach together.}}	{{Two black dogs are playing in a grass.}}	1	1
{{These children are playing on a trampoline outdoors.}}	{{four children are playing on a trampoline.}}	1	1
{{The large brown and white dog is running through the snow.}}	{{St. Bernard dog running in the snowy field.}}	1	1
{{A black and white dog jumping into the air.}}	{{A black and white dog jumping over an obstacle.}}	1	1
{{A young girl, in an orange dress, holding a tennis racket.}}	{{A girl in a dress holds a tennis racket.}}	1	1
{{A white dog runs on a beach.}}	{{The white dog is running along the beach.}}	1	1
{{A man and dog on a rocky seashore.}}	{{Man and dog standing on rocks next to water}}	1	1
{{Four hooded children huddle under a blanket outdoors.}}	{{Four children keeping warm under a blanket.}}	1	1
{{A young laughing girl and a boy are playing on a big drum.}}	{{A baby girl and little boy are standing next to a guitar and a drum.}}	1	1
{{A little girl takes a picture while mom watches in boredom.}}	{{A little girl in pajamas takes a picture with a camera}}	1	1
{{A dog leaps over a barrier.}}	{{A dog leaps over a fence.}}	1	1
{{A boy plays baseball.}}	{{A man is playing baseball.}}	1	1
{{People sitting on a couch laugh.}}	{{Four happy people sitting on a red couch}}	1	1
{{A young boy jumping into a pool that says "no diving".}}	{{A boy jumps into a not-so-crowded public pool.}}	1	1
{{A young boy leaps from one couch to another.}}	{{A young boy is leaping from one chair to another.}}	1	1
{{A young boy wearing a red winter coat is eating and holding up a candy bar.}}	{{A young boy wearing a red coat eats a chocolate bar.}}	1	1
{{Two dogs running on grass.}}	{{Two black, wet dogs running on grass.}}	1	1
{{Two boys playing a game of flag football.}}	{{Two boys are playing flag football.}}	1	1
{{A golden retriever is jumping off a wooden porch}}	{{A gold dog jumping off a wooden porch.}}	1	1
{{A young child is holding onto the back of a wicker chair.}}	{{A young child holds a spoon to it's mouth while sitting in a chair.}}	1	1
{{Two dogs are running on the grass.}}	{{Two birds interacting in the grass}}	1	1
{{Two surfers on riding a small wave.}}	{{Two surfers perform tricks in the waves.}}	1	1
{{A brown furry animal stands behind some plants.}}	{{A dog pants while standing in the woods.}}	1	1
{{A dog jumps high in the snow.}}	{{A dog runs in the snow.}}	1	1
{{A dog in the snow.}}	{{Two dogs in snow.}}	1	1
{{A dog running through snow.}}	{{A collie running through the snow.}}	1	1
{{Two dogs are fighting on brick pavement.}}	{{Two brownish dogs are fighting.}}	1	1
{{The black dog is running on the grass.}}	{{The German shepherd dog is running through the snow.}}	1	1
{{A dog catching a ball.}}	{{A dog catching a Frisbee.}}	1	1
{{Two black dogs playing in the snow.}}	{{Two dogs play in the snow}}	1	1
{{A girl with a purple and white helmet is riding on a scooter.}}	{{A girl wearing a helmet rides a scooter.}}	1	1
{{a skateboard performs a trick off a quarter pipe.}}	{{A skateboarder attempts to do a trick over a homemade ramp.}}	1	1
{{A group of people are standing by a window watching something.}}	{{A group of people stand and wait to see something.}}	1	1
{{A softball player swinging at a pitch.}}	{{A baseball player hitting the ball}}	1	1
{{Three sheep graze on the grassy field with a dog walking behind them.}}	{{a small group of goats in the grass with a black and white dog in the backgroud.}}	1	1
{{Three dogs playing in the snow while one dog wears a jacket.}}	{{Three dogs playing in the snow, with a city in the background.}}	1	1
{{a black, brown and white dog running along with a white Frisbee in his mouth.}}	{{A black and white dog carries a white Frisbee over the grass.}}	1	1
{{A dog runs with a yellow toy in its mouth.}}	{{A dog swimming with a stick in it's mouth.}}	1	1
{{The dog is playing in the water.}}	{{A dog is wading in the water.}}	1	1
{{A young boy is riding a bike.}}	{{A young girl laying on a blue inflatable toy}}	1	1
{{The white and brown dog is running quickly through the grass.}}	{{The big white dog is running in the grass.}}	1	1
{{A black and white dog running through an obstacle course}}	{{A black and white dog runs through pole obstacles.}}	1	1
{{The child in the red coat laid in the red mat.}}	{{The toddler is ready to climb the red piece of equipment.}}	1	1
{{A golden dog is running through the snow.}}	{{A pack of sled dogs pulling a sled through a town.}}	1	1
{{Three children and playing and laughing on the floor.}}	{{Three children playing on the floor.}}	1	1
{{a black dog swimming through a river.}}	{{a black dog digging through the snow.}}	1	1
{{A bulldog is running through a grassy park while people stand in the background.}}	{{A dog is running in a large body of water causing it to splash.}}	1	1
{{brown and white dog with a baseball in its mouth.}}	{{Black and white dog holding a baseball in mouth.}}	1	1
{{A golden dog is running through the snow.}}	{{A black dog is running through the snow.}}	1	1
{{Girls dressed in red and black costumes hold a wrestling pose.}}	{{Two girls dressed like waitresses dance along with a man dressed as a chef.}}	1	1
{{Baby with blonde pigtails in yellow room attempting to climb out of green playpen.}}	{{A female toddler in pigtails is trying to climb out of a green and white playpen.}}	1	1
{{The two dogs are playing fetch in the snow.}}	{{Two dogs are playing together in the grass.}}	1	1
{{A man eating an apple, sitting in public.}}	{{A man sits in a public place eating an apple.}}	1	1
{{A man wearing a red bicycle helmet talking on a cell phone with other people in the background.}}	{{A man in a bicycle helmet is talking on a cell phone with other people behind him.}}	1	1
{{A young boy is punching a yellow ball.}}	{{A small dog jumps over a yellow beam.}}	1	1
{{A woman wearing a pink Tinker Bell jacket leans against a railing.}}	{{A woman wearing a pink Tinkerbell sweatshirt leans on a railing overlooking water.}}	1	1
{{A man walks toward a policeman standing in a crosswalk on a city street.}}	{{A policeman stands in a crosswalk in a city.}}	1	1
{{A young boy plays in a red ball pit.}}	{{A laughing boy lies on a pit of blue balls.}}	1	1
{{A white dog with red ears is running in the snow.}}	{{a wet black dog with a red collar is in the river}}	1	1
{{A little boy clowns with a colander on his head.}}	{{A boy with a metal colander on his head.}}	1	1
{{A dog racing on a track.}}	{{A dog chases another by a tree.}}	1	1
{{A man in a black leather jacket is sleeping in a subway car.}}	{{A man in a black leather jacket falls asleep on public transportation.}}	1	1
{{A dog jumps on a lawn.}}	{{A dog jumps of a surfboard}}	1	1
{{Two dogs run towards shore through shallow water.}}	{{Two grey dogs running through the shallow water of a lake.}}	1	1
{{A bird with it's wings spread}}	{{A bird flying in the air}}	1	1
{{a boy in a red shirt, in front of a long blue wall, raises his eyebrow at the camera}}	{{The boy in the red shirt is next to a blue wall.}}	1	1
{{A woman jogs beside a tall concrete wall.}}	{{A woman runs beside a concrete wall.}}	1	1
{{A brown dog digging a hole in front of a plant}}	{{A group of people walking on the side of a railroad track.}}	1	1
{{A man in a red coat and hat talks to another man in red.}}	{{A man wearing a red coat with glass looks at another man.}}	1	1
{{Two dogs play in the grass.}}	{{Two tan dogs play in the snow.}}	1	1
{{A boy doing a back flip into a swimming pool.}}	{{A boy wearing red and blue swim trunks jumping head first into a swimming pool.}}	1	1
{{A black and white dog is jumping over a hurdle.}}	{{A white dog running over a bridge.}}	1	1
{{A girl bounces upside down on her head on a trampoline.}}	{{A girl is bouncing on her head on a trampoline.}}	1	1
{{Children jumping on a trampoline.}}	{{A man is sledding on an orange slide.}}	1	1
{{A person snowboarding and jumping over a construction sign.}}	{{a long snowboarder jumping over a barricade outside in the snow.}}	1	1
{{The skateboarder gets to the top of the ramp.}}	{{The skateboarder rides the pipe wall at a skater park.}}	1	1
{{Two boys in a field kicking a soccer ball.}}	{{Two football players bang into each other during a football game.}}	1	1
{{A crowd of people stand on a rural road, a field behind them, a forest in front.}}	{{A bunch of people standing next to a car with it's trunk open.}}	1	1
{{A dog runs through the deep snow.}}	{{A white dog is running through the snow.}}	1	1
{{A boy riding on a swing.}}	{{A young boy riding in a swing.}}	1	1
{{A woman pointing at a geyser.}}	{{Women pointing at a geyser.}}	1	1
{{Three dogs are playing in the white snow.}}	{{Two dogs are playing in the grass.}}	1	1
{{An elderly woman rides a bicycle along a city street.}}	{{An elderly woman walking uphill crossing the street.}}	1	1
{{Two girls next to a mossy tree.}}	{{Two girls lean around a tree, laughing.}}	1	1
{{A small boy is building with some wooden blocks.}}	{{A small boy wearing a blue shirt stacks wooden blocks.}}	1	1
{{a brown dog standing in the middle of ahuge field.}}	{{A brown dog in a field.}}	1	1
{{The brown dog runs on the snow with a white ball in his mouth.}}	{{Four dogs play in the snow with the city skyline behind them.}}	1	1
{{a brown and white dog is running on the grass.}}	{{a brown and white dog running crazily through the grass.}}	1	1
{{A brown dog about to catch a green Frisbee.}}	{{A brown dog waits for the Frisbee to come down before catching it.}}	1	1
{{A young girl with a pink hat on with a yellow building in the background.}}	{{A young girl in a pink dress with something in her hand.}}	1	1
{{A man is standing on top of a rock or mountain watching the sun set.}}	{{A man standing in the mountains watching a sunset.}}	1	1
{{The couple is sitting near the water in lawn chairs.}}	{{The boy hops from one picnic table to the other in the park.}}	1	1
{{A man is swinging on a rope above the water.}}	{{A man in warm clothes swinging on monkey bars at night.}}	1	1
{{A dog running through deep snow pack.}}	{{A dog runs through the deep snow.}}	1	1
{{The dog is running in the grass.}}	{{a dog pounces on the grass.}}	1	1
{{A Golden Retriever jumping off a wood porch.}}	{{A golden retriever is jumping off a wooden porch}}	1	1
{{The dog is running with food in his mouth.}}	{{The dog is running with a yellow ball in his mouth.}}	1	1
{{A reddish brown dog runs across the snow with a snowball in its mouth.}}	{{The beautiful reddish dog lopes around the flat snowy street with a snowball in its mouth.}}	1	1
{{A white dog with brown spots is running in a yard, chasing a ball.}}	{{A white dog with brown markings chases an orange ball in a grassy field.}}	1	1
{{A little girl and a little boy hold hands on a shiny slide.}}	{{A little girl in a paisley dress runs across a sandy playground.}}	1	1
{{Three little boys take a bath in a rubber bin on the grass.}}	{{Three well-dressed children are sitting on a bench and smiling.}}	1	1
{{a dog sniffing the brushes while a bull looks on}}	{{A brown dog sniffing at the fence of a brown bull.}}	1	1
{{A black dog bounds through a path in the snow.}}	{{Two kids and a dog play in the snow.}}	1	1
{{A boy in a red jacket and balck hat sliding on his knees down a snowy hill}}	{{A boy is riding a red sledge down a snowy hill.}}	1	1
