premise	hypothesis	span_similarity	sentence_similarity
The modern concept of race {{is different from the pre-modern description of collective difference}}.	The modern concept of race {{is similar to the pre-modern description of collective difference}}.	0	0
There are depots at {{Quilpie}} and {{Roma}}.	There are depots at {{Brisbane}} and {{Sydney}}.	0,0	0
These antibiotics, while {{acting through a slightly more indirect route}}, are promising antifilarial drugs.	These antibiotics, while {{following a slightly more indirect path}}, are promising antifilarial drugs.	1	1
Painting {{the cut can further pose risks from fungus and pests}}.	Painting {{the incision can exacerbate risks from fungus and pests}}.	1	1
The attendance records for the season {{are as follows}}.	The attendance records for the season {{are not available}}.	0	0
He played {{college golf}} at the University of San Francisco, where he won {{lots of events}}.	He played {{professional golf}} at the University of San Francisco, where he won {{multiple tournaments}}.	0,1	0
It's really {{the same thing}}.	It's really {{a different thing}}.	0	0
{{Stable thallium}} is activated by neutrons {{in a simulated reactor}}.	{{Thallium in a stable state}} is activated by neutrons {{in a nuclear reactor}}.	1,0	0
Naw, {{you're serious}}.	Naw, {{you're joking}}.	0	0
I'm {{not guilty}}, sir.	I'm {{innocent}}, sir.	1	1
All nesting cycles for all species of Xylocopa show {{common features}}.	All nesting cycles for all species of Xylocopa show {{shared characteristics}}.	1	1
The story unfolds in {{18th century Jutland}} and the use of {{period music played on period instruments}} is just one more fine touch.	The story unfolds in {{modern times}} and the use of {{contemporary music played on modern instruments}} is just one more fine touch.	0,0	0
The {{iMAX 432 operating system}} {{includes the software portion of the garbage collector}}.	The {{iMAX 432 OS}} {{excludes the software portion of the garbage collector}}.	1,0	0
Later in 2014, the bundle was {{released on Steam}}.	Later in 2014, the bundle was {{removed from Steam}}.	0	0
I think that it is {{a must-see older John Wayne film}}.	I think that it is {{an older John Wayne movie that everyone must watch}}.	1	1
He was also the {{coach}} of the {{University of Denver men's soccer team}}.	He was also the {{trainer}} of the {{University of Colorado men's football team}}.	1,0	0
However, after about a year, {{the fliptop started to get loose and wobbly}} and eventually my screen went black and I couldn't receive and place calls.	However, after about a year, {{the fliptop remained sturdy and secure}} and eventually my screen went black and I couldn't receive and place calls.	0	0
Not even {{then did he lose patience}}.	Not even {{at that time did he lose patience}}.	1	1
All candidates were accorded {{equal talk times}} at the Univision forum.	All candidates were accorded {{unequal talk times}} at the Univision forum.	0	0
Parabolic dish systems {{grant the lowest efficiency}} among CSP technologies.	Parabolic dish systems {{provide the highest efficiency}} among CSP technologies.	0	0
It has A, which in Australia {{makes it the most aerodynamic}} locally produced car.	It has A, which in Australia {{renders it the least aerodynamic}} locally produced car.	0	0
It is {{known from wooded areas of eastern Africa}}, {{from Mozambique to eastern Kenya}}.	It is {{recognized in wooded regions of eastern Africa}}, {{spanning from Mozambique to eastern Kenya}}.	1,1	1
The game was being developed {{in cooperation with Human Head Studios}}.	The game was being developed {{independently from any external studio}}.	0	0
Minimum-security male offenders are {{included in}} the satellite prison camp.	Minimum-security male offenders are {{excluded from}} the satellite prison camp.	0	0
Centipedegrass is {{shallow rooted}} and has {{poor drought tolerance}}.	Centipedegrass is {{rooted close to the surface}} and has {{limited ability to withstand drought}}.	1,1	1
My name is {{insignificant}}.	My name is {{crucial}}.	1	1
We do not have {{much time}}.	We do not have {{a lot of time}}.	1	1
These systems are {{still in wide use}} on runways at US Naval Air Stations.	These systems are {{extensively used}} on runways at US Naval Air Stations.	1	1
He was also a {{major donor to the Metropolitan's Decorative Arts Department}}.	He was also a {{significant contributor to the Decorative Arts Department of the Metropolitan}}.	1	1
{{Article 105}} is {{devoted to limiting property concentration in broadcasting}}.	{{Article 342}} is {{focused on restricting property concentration in broadcasting}}.	0,1	0
{{Attribute-based encryption (ABE) can be used for log encryption}}.	{{Log encryption can be accomplished using Attribute-based encryption (ABE)}}.	1	1
The {{taxonomy}} of the family Pythonidae is {{definite}}.	The {{classification}} of the family Pythonidae is {{ambiguous}}.	1,0	0
People {{have used smelling salts to feel faint}}.	People {{have used smelling salts to revive from fainting}}.	0	0
{{Molecular studies have attempted to infer}} the phylogeny of this clade.	{{Molecular research has tried to deduce}} the phylogeny of this clade.	1	1
Tezos is a blockchain project {{that governs itself by voting of its token holders}}.	Tezos is a blockchain project {{that is centrally governed and does not involve voting of its token holders}}.	0	0
Regulatory authorities like EMA and FDA {{have failed to publish guidelines}} relating to process validation.	Regulatory authorities like EMA and FDA {{have successfully published guidelines}} relating to process validation.	0	0
Social grooming {{seems to be}} insignificant in the formation and maintenance of coalitions.	Social grooming {{appears to be}} insignificant in the formation and maintenance of coalitions.	1	1
However, the effectiveness of {{MEG}} in the diagnosis of neocortical epilepsy has also been established.	However, the effectiveness of {{GPG}} in the diagnosis of neocortical epilepsy has also been established.	0	0
Waited 2 hours and never got {{either of our pizzas}}.	Waited 2 hours and never got {{any of our pizzas}}.	0	0
Tiree has {{an increasing but still small}} percentage of {{Gaelic speakers}}.	Tiree has {{a growing but still limited}} percentage of {{Scottish speakers}}.	1,0	0
Methods for {{examining collaborative learning processes make no use of conversation analysis and statistical discourse analysis}}.	Methods for {{investigating collaborative learning processes do not involve conversation analysis and statistical discourse analysis}}.	1	1
And the accents {{aren't}} absolutely abysmal!	And the accents {{are not}} absolutely abysmal!	1	1
There is {{only a general right to move around in the country}}.	There is {{a broad entitlement to move freely in the country}}.	1	1
Stuart E. Eizenstat gives {{a broad view}} of FID.	Stuart E. Eizenstat gives {{a narrow perspective}} of FID.	0	0
The current {{grass humidity}} of the boulevard would have hindered the expressway.	The current {{grass height}} of the boulevard would have hindered the expressway.	0	0
This is {{the same thing}}.	This is {{something completely different}}.	0	0
I {{think}} that's a bad idea.	I {{believe}} that's a bad idea.	1	1
He has done {{nothing to advertise Malayalam language and literature}}.	He has done {{little to promote the Malayalam language and its literature}}.	1	1
Research shows that {{interventions based on meditation can help people who hear voices}}.	Research shows that {{meditation-based interventions can aid individuals experiencing auditory hallucinations}}.	1	1
The World Dwarf Games {{have a youth event}}.	The World Dwarf Games {{lack a youth event}}.	0	0
The species is {{found in patches across the large range}}.	The species is {{discovered in scattered areas throughout the extensive range}}.	1	1
{{Singular-value decomposition}} is used in recommender systems.	{{SVD}} is used in recommender systems.	1	1
In 2000 neonatal tetanus was responsible for about {{14% (215,000) of all neonatal deaths}}.	In 2000 neonatal tetanus was responsible for about {{28% (430,000) of all neonatal deaths}}.	0	0
The firm {{used to be focused on the maritime industry}}.	The firm {{formerly concentrated on the maritime industry}}.	1	1
That's {{much}}.	That's {{a lot}}.	0	0
The food was {{good}}.	The food was {{delicious}}.	1	1
I found this place {{by accident}} and I could not be happier.	I found this place {{intentionally}} and I could not be happier.	0	0
It and Van Brunt Creek are completely {{incapable of causing major flooding}} in the borough.	It and Van Brunt Creek are completely {{powerless to induce significant inundation}} in the borough.	1	1
{{In November 2008}} the independent CAMHS Review was published.	{{By the end of 2008}} the independent CAMHS Review was published.	1	1
{{Jensen}} was elected at the 1989 general election.	{{Smith}} was elected at the 1989 general election.	0	0
There is {{bus service}} on the {{local route}}.	There is {{no bus service}} on the {{national route}}.	0,0	0
It features {{a single projecting bay}} and an ornate wraparound porch.	It features {{a lone projecting bay}} and an ornate wraparound porch.	1	1
Passively safe stations (such as the ESBWR) {{are available to be built}}.	Passively safe stations (such as the ESBWR) {{can be constructed}}.	1	1
The organization has trained {{Peace Corps volunteers}} in Guatemala.	The organization has trained {{military personnel}} in Guatemala.	0	0
Located in the district is {{the separately listed Alderson Bridge}}.	Located in the district is {{the independently listed Alderson Bridge}}.	1	1
The species name {{refers to the absolutely light coloured fascia of the forewing}}.	The species name {{doesn't pertain to the particularly dark-colored fascia of the forewing}}.	0	0
That's {{illegal}}.	That's {{against the law}}.	1	1
Discoveries from the {{psychology of science}} are always applied to {{various other fields of study}}.	Discoveries from the {{geography of art}} are always applied to {{different other areas of study}}.	0,1	0
You never know if you {{pushed it hard enough or the right number of times for the function you want or not}}.	You never know if you {{pressed it with sufficient force or the correct number of times for the desired function or not}}.	1	1
The {{cheapest option}} was the concrete gravity base foundations.	The {{most affordable option}} was the concrete gravity base foundations.	1	1
He received {{a car for winning the award}}.	He received {{no reward for winning the award}}.	0	0
The town {{installed}} a sewage treatment system in {{2010}}.	The town {{implemented}} a sewage treatment system in {{2011}}.	1,0	0
Grandhi Venkata Reddy Naidu did not work in {{his cabinet}}.	Grandhi Venkata Reddy Naidu did not work in {{his office}}.	0	0
It is {{absent}} from south-eastern Kenya, central Zimbabwe, and south-western Rwanda.	It is {{missing}} from south-eastern Kenya, central Zimbabwe, and south-western Rwanda.	1	1
{{Astronomers}} have argued in favor of ancestry.	{{Philosophers}} have argued in favor of ancestry.	0	0
A few {{strains}} are {{friendly to animals}}.	A few {{species}} are {{affectionate toward animals}}.	1,1	1
This project {{refuses to follow Smithsonian Institution protocols}} to {{inventory, then monitor forests, using 1 hectare plots}}.	This project {{disregards Smithsonian Institution protocols}} to {{catalog and subsequently observe forests, using 1-hectare plots}}.	1,1	1
We have {{little time}}.	We have {{limited time}}.	1	1
The Carolina rig is {{suitable for beginning fishers}}.	The Carolina rig is {{ideal for novice anglers}}.	1	1
{{Indicators of a plan for succession by the president's son, Muhoozi Kainerugaba}}, have {{reduced tensions}}.	{{Signs of Muhoozi Kainerugaba, the president's son, planning to succeed}}, have {{eased tensions}}.	1,1	1
As for equity, trinomial trees {{may also be employed for these models}};.	As for equity, trinomial trees {{are not suitable for these models}};.	0	0
I {{swung in to give them a try but was deeply disappointed}}.	I {{tried it out but was thoroughly let down}}.	1	1
{{Something's not wrong}}.	{{Something's not right}}.	0	0
This {{regeneration method}} is {{applicable to multiple cell stacks}}.	This {{regeneration procedure}} is {{irrelevant for a single cell stack}}.	1,0	0
In this way, {{climbing fibers (CFs) perform an unimportant role}} in motor behaviors.	In this way, {{the role of climbing fibers (CFs) is relatively minor}} in motor behaviors.	1	1
These form both {{a tube and also a radial structure of cross bars}}.	These form both {{a flat surface and also a linear structure of cross bars}}.	0	0
{{Semi moist foods should be avoided as they tend to contain a lot of sugars}}.	{{Dry foods should be preferred as they tend to have lower sugar content}}.	0	0
This building served as the {{main post office}} for Greenville until {{1969}}.	This building served as the {{primary postal facility}} for Greenville until {{the year 1969}}.	1,1	1
These are called {{Hobbesian, Lockean, and Kantian}} cultures.	These are called {{Cheerful, Pessimistic, and Apathetic}} cultures.	0	0
The additional pin is used for {{a pulse-width modulation signal to provide variable speed control}}.	The additional pin is used for {{modulating the pulse width to enable variable speed control}}.	1	1
{{Failure mode flow charts}} overlook this.	{{Success mode flow charts}} overlook this.	0	0
Research indicates that mindfulness-based interventions {{can be beneficial}} for people distressed by hearing voices.	Research indicates that mindfulness-based interventions {{can provide benefits}} for people distressed by hearing voices.	1	1
Scholars have {{challenged the clarity and efficacy}} of this bright-line rule in practice.	Scholars have {{questioned the clarity and effectiveness}} of this bright-line rule in practice.	1	1
The Urbos 2s were very famous with passengers and attracted {{complaints}}.	The Urbos 2s were very famous with passengers and attracted {{praise}}.	0	0
The Supreme Court {{agreed to hear}} the Jaldhi appeal.	The Supreme Court {{decided to hear}} the Jaldhi appeal.	1	1
Each annex to {{a downloaded document}} must {{have page numbering}}.	Each annex to {{an uploaded document}} must {{avoid page numbering}}.	0,0	0
Salomaa {{gave complete axiomatizations}} of this algebra, however depending on {{problematic inference rules}}.	Salomaa {{provided comprehensive axiomatizations}} of this algebra, however depending on {{challenging inference rules}}.	1,1	1
However, compared to no-till, strip-till may in some cases {{reduce}} soil {{moisture}}.	However, compared to no-till, strip-till may in some cases {{increase}} soil {{humidity}}.	0,1	0
He is not {{unavailable}}.	He is not {{occupied}}.	1	1
He {{lost the election from Jangipur}} (Lok Sabha constituency) in 1998.	He {{was defeated in the election for Jangipur}} (Lok Sabha constituency) in 1998.	1	1
It {{has been deemed to be good}} by Ofsted in 2011 and again in 2016.	It {{has been praised}} by Ofsted in 2011 and again in 2016.	0	0
The {{shipping time}} was also very quick!	The {{delivery time}} was also very quick!	1	1
Townlands in the electoral division of Moneenroe {{include}} Coolbawn, Croghtenclogh, Gorteen, Moneenroe, Smithstown, and Uskerty.	Townlands in the electoral division of Moneenroe {{contain}} Coolbawn, Croghtenclogh, Gorteen, Moneenroe, Smithstown, and Uskerty.	1	1
It has everything you could want... suspense, drama, comedy, {{confusing subplots, native americans, brain eating}}...	It has everything you could want... suspense, drama, comedy, {{clear storylines, diverse characters, healthy diets}}...	0	0
In some cases, nests also help provide {{safety in numbers}} for {{egg-laying animals}}.	In some cases, nests also help provide {{a sense of security in groups}} for {{animals laying eggs}}.	1,1	1
Legalization is {{always followed by elimination of unsafe abortion}}.	Legalization is {{never followed by elimination of unsafe abortion}}.	0	0
He later served as president of the University of Hawaii, {{appointed before 1927}}.	He later served as president of the University of Hawaii, {{appointed in 1927}}.	0	0
No, it's {{different}}.	No, it's {{not the same}}.	1	1
Grothmann served as a prosecution witness against several SS officials {{between 1946 and 1948}}.	Grothmann served as a prosecution witness against several SS officials {{from 1946 to 1948}}.	1	1
In fact, many have discussed that {{low-skilled workers experienced rising prosperity in the 1980s}}.	In fact, many have discussed that {{low-skilled workers faced declining prosperity in the 1980s}}.	0	0
The {{formerly merged burgh}} of Dysart was separated from Kirkcaldy {{in 1930}}.	The {{previously united burgh}} of Dysart was separated from Kirkcaldy {{at the end of the forties}}.	1,0	0
Amphetamine metabolism inhibits {{enzyme CYP2D6}}, {{but has not been known to interfere with Sertraline metabolism}}.	Amphetamine metabolism inhibits {{enzyme CYP3A7}}, {{but has been known to interfere with Sertraline metabolism}}.	0,0	0
Each {{colony is subdivided into smaller territories occupied by communal groups or solitary individuals}}.	Each {{colony is divided into smaller territories, which are inhabited by communal groups or solitary individuals}}.	1	1
This leads to a relatively {{low amount}} of the population purchasing {{a complementary}} healthcare plan.	This leads to a relatively {{high percentage}} of the population purchasing {{an additional}} healthcare plan.	0,1	0
Service is {{very regular}}, achieving an on-time rate of {{99.9%}}.	Service is {{highly regular}}, achieving an on-time rate of {{89.9%}}.	1,0	0
Unless you're just out to visually collect all extant films of Austen's work, you {{can skip this one}}.	Unless you're just out to visually collect all extant films of Austen's work, you {{might want to skip this one}}.	1	1
Additionally, the Stadlerberg Mountain {{was capped with clouds with unknown thickness}}.	Additionally, the Stadlerberg Mountain {{was free of clouds}}.	0	0
The case has passed {{the one year mark}} and is {{functional}} despite {{showing signs of wear}}.	The case has passed {{a year}} and is {{operational}} despite {{indications of deterioration}}.	1,1,1	1
This success allowed {{Metroliner testing}} to begin.	This success allowed {{the evaluation of Metroliner}} to begin.	1	1
The law {{prevents}} the prosecution of residents who commit such crimes while outside of the country.	The law {{allows}} the prosecution of residents who commit such crimes while outside of the country.	0	0
Milk {{has been used}} to {{treat summer squash and pumpkins}}.	Milk {{is avoided}} to {{address summer squash and pumpkins}}.	0,1	0
That's {{unfair, you're hiding}}.	That's {{fair, you're visible}}.	0	0
After {{a severe earthquake}}, there starts {{a method known as fault healing}}.	After {{a devastating earthquake}}, there starts {{a process known as fault recovery}}.	1,1	1
Company houses were built {{to accommodate the increasing population}}.	Company houses were built {{to house the growing population}}.	1	1
He served on the committee {{from 2007 to 2011}}.	He served on the committee {{throughout 2007 to 2011}}.	1	1
The program is designed to address the epidemic of mold damage caused by {{Hurricane Sandy}}.	The program is designed to address the epidemic of mold damage caused by {{the earthquake}}.	0	0
{{Plott's contribution to the field was recognized by the prize committee}}.	{{The prize committee acknowledged Plott's contribution to the field}}.	1	1
Achieving {{stability of an inverted pendulum}} is {{no longer a common engineering challenge for researchers}}.	Achieving {{balance in an inverted pendulum}} is {{now an uncommon engineering challenge for researchers}}.	1,1	1
In foreign-trade circles the area was known as {{Male not Malabar}}.	In foreign-trade circles the area was known as {{Female not Malabar}}.	0	0
Wine makes sure that {{legacy Windows applications are compatible with Windows 3.1x}}.	Wine makes sure that {{modern Windows applications are incompatible with Windows 3.1x}}.	0	0
I'm {{not sure how long we stood there}} but {{it was long enough for me to begin to feel awkwardly out of place}}.	I'm {{certain how long we stood there}} but {{it was not long enough for me to begin to feel awkwardly out of place}}.	0,0	0
It only utilizes {{a few refineries}} in the Northeast.	It only utilizes {{numerous facilities}} in the Northeast.	0	0
The table shows {{the yearly records}} of the baseball coach.	The table shows {{records from each year}} of the baseball coach.	1	1
The popularization of the test is credited {{to the man}}.	The popularization of the test is credited {{to the woman}}.	0	0
The {{1959 Tibetan Rebellion}} had {{some anti-communist leanings}}.	The {{1959 Nepali Uprising}} had {{certain anti-communist tendencies}}.	0,1	0
Would {{not go back}}.	Would {{definitely go back}}.	0	0
It is ranked {{amongst the most successful schools}} in the country.	It is ranked {{below average among schools}} in the country.	0	0
It is {{endemic to San Juan County}}, New Mexico, in the United States.	It is {{native to San Juan County}}, New Mexico, in the United States.	1	1
It is found in {{Gobi-Altai and the southern part}} of the Mongolia n Altai mountains.	It is found in {{the most northern part}} of the Mongolia n Altai mountains.	0	0
Commonly used {{initialization methods are Forgy and Random Partition}}.	Commonly used {{methods for initialization include Forgy and Random Partition}}.	1	1
Multibrand and multimaker {{car dealers}} sell cars from different and independent carmakers.	Multibrand and multimaker {{automobile dealerships}} sell cars from different and independent carmakers.	1	1
The West Atlantic records are most likely {{the result of accidental introductions}} by humans.	The West Atlantic records are most likely {{due to accidental introductions}} by humans.	1	1
He's {{not like the other guys}}.	He's {{exactly like the other guys}}.	0	0
The Ridgeland-Oak Park Historic District {{includes it}}.	The Ridgeland-Oak Park Historic District {{omits it}}.	0	0
The film was enhanced by the {{footage}} from {{the 70s}}.	The film was enhanced by the {{clips}} from {{the 20s}}.	1,0	0
A {{Go Playing Machine}} has found no mention made from {{TinkerToy}}.	A {{Chess Playing Machine}} has found no mention made from {{LEGO}}.	0,0	0
It does {{not sum up}} to the Von Mangoldt function.	It does {{perfectly sum up}} to the Von Mangoldt function.	0	0
I'm {{bad at everything}}.	I'm {{good at everything}}.	0	0
Other early studies showed that the end-effector {{follows an unregularized kinematic pattern}}.	Other early studies showed that the end-effector {{deviates from a regularized kinematic pattern}}.	1	1
No, it's {{not true}}.	No, it's {{absolutely true}}.	0	0
The male and female budworm experience {{increased}} vulnerability during copulation.	The male and female budworm experience {{decreased}} vulnerability during copulation.	0	0
These notions {{have later been developed with no application}} to road extraction by Steger et al.	These notions {{have subsequently been developed without application}} to road extraction by Steger et al.	1	1
{{Brain death}} is another source of support for organ donation.	{{Physical death}} is another source of support for organ donation.	0	0
The {{mic isn't great}}.	The {{microphone is not excellent}}.	1	1
I don't think {{I'll be going back to Carly's}} anytime soon.	I don't think {{I'll be avoiding Carly's}} anytime soon.	0	0
The {{equine influenza virus H3N8}} caused an {{influenza outbreak in dogs in the United States}}.	The {{equine influenza virus H2N9}} caused an {{outbreak of influenza in dogs across the United States}}.	0,1	0
Whitehurst was {{the previous pitching coach}} for the Altoona Curve.	Whitehurst was {{the current batting coach}} for the Altoona Curve.	0	0
The union gets {{five paid days}} to conduct union business, including travel outside the district.	The union gets {{a stipulated period of paid leave (five days)}} to conduct union business, including travel outside the district.	1	1
They will receive {{the MacKay Trophy for the flight}}.	They will receive {{no recognition for the flight}}.	0	0
She is {{unstable}}.	She is {{not stable}}.	1	1
It was {{this particular performance}} that caused him to {{stop performing}}.	It was {{a different performance}} that caused him to {{continue performing}}.	0,0	0
{{Amphetamine metabolism}} inhibits {{enzyme CYP2D6}}, but has not been known to interfere with Sertraline metabolism.	{{The metabolic process of amphetamine}} inhibits {{enzyme DAP2D5}}, but has not been known to interfere with Sertraline metabolism.	1,0	0
Breyer {{believed that the death penalty}} has {{significant deterrent value}}.	Breyer {{denied that the death penalty}} has {{negligible deterrent value}}.	0,0	0
Modern Hong Kong has a {{predominantly service-based economy}}.	Modern Hong Kong has a {{largely manufacturing-oriented economy}}.	0	0
It is found in {{Kazakhstan, Kyrgyzstan, Uzbekistan, Turkmenistan, north-western China (Xinjiang) and Israel}}.	It is found in {{Russia, Mongolia, Tajikistan, Afghanistan, north-eastern China (Manchuria) and Palestine}}.	0	0
In these vortices, wind speeds are {{lower than anywhere else in the eyewall}}.	In these vortices, wind speeds are {{higher than anywhere else in the eyewall}}.	0	0
A {{collection of his works and papers}} is stored at the Indiana Historical Society.	A {{compilation of his writings and documents}} is stored at the Indiana Historical Society.	1	1
The {{food was not good}}.	The {{meal was unsatisfactory}}.	1	1
His {{family spent time}} in a {{Soviet internment camp}} before {{coming to Australia}}.	His {{relatives dedicated time}} in a {{Chinese detention center}} before {{arriving in Australia}}.	1,0,1	0
This move was met with {{a unanimous wave of support}} and {{a petition for it}}.	This move was met with {{strong opposition}} and {{protests against it}}.	0,0	0
{{In 1989}} the Melrose {{was listed on the National Register of Historic Places}}.	{{In nineteen eighty-nine}} the Melrose {{was removed from the National Register of Historic Places}}.	1,0	0
He believed that {{population growth}} was the {{root of most environmental problems}}.	He believed that {{population decline}} was the {{solution to most environmental problems}}.	0,0	0
The debt needed to build {{the railroad}} was made much higher by {{the Panic of 1837}}.	The debt needed to build {{the railway}} was made much higher by {{the Panic of 1937}}.	1,0	0
I don't mean this {{in a good way}}.	I don't mean this {{positively}}.	1	1
When he {{repeated the claim}} in 1995, he once more {{agreed he was not in fault}}.	When he {{recapitulated the assertion}} in 1995, he once more {{confirmed his innocence}}.	1,1	1
So mediocre in every aspect that it just becomes {{a dull, uninteresting mess, this is one of the most forgettable movies I've seen}}.	So mediocre in every aspect that it just becomes {{a captivating, intriguing masterpiece, this is one of the most memorable movies I've seen}}.	0	0
I'm {{stupid}}.	I'm {{not very intelligent}}.	1	1
Geeta was {{uninvolved with}} the writers’ workshop initiative for the central Board of Secondary Education.	Geeta was {{actively engaged in}} the writers’ workshop initiative for the central Board of Secondary Education.	0	0
It {{didn't take over 30 min to get their milkshake}}, {{which was nothing more than chocolate milk}}.	It {{took more than 30 min to get their milkshake}}, {{which was just chocolate milk}}.	0,1	0
DuPage County was formed on {{9 February 1839}} out of Cook County.	DuPage County was formed on {{the 9th of February 1839}} out of Cook County.	1	1
You could only {{take 2 videos at a time and the quality was very poor}}.	You could only {{capture 2 videos simultaneously, and the quality was very subpar}}.	1	1
It also developed {{a new Water Cooperation Quotient}}.	It also developed {{no Water Cooperation Quotient}}.	0	0
Ball mills {{are banned from ever being used in the mechanical alloying process}}.	Ball mills {{are allowed to be used in the mechanical alloying process}}.	0	0
Since 2010, Myatt {{has written extensively about his rejection of Islam}}.	Since 2010, Myatt {{has written extensively about his rejection of Christianity}}.	0	0
The lip is {{not big}}.	The lip is {{not large}}.	1	1
He {{was also the spiritual leader}} of the Knesset Yisrael neighborhood, where he resided.	He {{served as the spiritual guide}} of the Knesset Yisrael neighborhood, where he resided.	1	1
In 1953 {{it was acquired}} as the headquarters of the Woman's Club.	In 1953 {{it was sold}} as the headquarters of the Woman's Club.	0	0
Many organizations {{use statistical process control}} as a tool in any quality improvement effort.	Many organizations {{avoid statistical process control}} as a tool in any quality improvement effort.	0	0
The {{story line isn't just awful}}!	The {{story line is truly exceptional}}!	0	0
Creigiau's best-known copper lustreware was produced in a {{pale grey glaze}}.	Creigiau's best-known copper lustreware was produced in a {{vibrant red glaze}}.	0	0
Shortly thereafter, The House of the Lord was {{retracted}} from publication.	Shortly thereafter, The House of the Lord was {{withdrawn}} from publication.	1	1
This is {{unprofessional}}.	This is {{not professional}}.	1	1
The {{thriller and chase movie}} was {{pretty much perfect to Hitchcock}}.	The {{suspenseful pursuit film}} was {{almost flawless according to Hitchcock}}.	1,1	1
The {{decision was reversed by the Ninth Circuit Court of Appeals}}.	The {{Ninth Circuit Court of Appeals overturned the decision}}.	1	1
They are covered {{with short hair}}.	They are covered {{with long fur}}.	0	0
That's {{not cold}}.	That's {{warm}}.	1	1
The majority's view on the class certification standards was criticized by {{Judge Andrew J. Kleinfeld}}.	The majority's view on the class certification standards was criticized by {{Judge Andrew J. Kleinfeld}}.	0	0
LAHS is sometimes seen as {{a school for the rich}} in New Mexico.	LAHS is sometimes seen as {{an institution for privileged students}} in New Mexico.	1	1
He's {{not different}}.	He's {{the same}}.	1	1
I got it because it was {{so small and adorable}}.	I got it because it was {{compact and cute}}.	1	1
Other examples exclude Westlothiana (always considered {{a reptiliomorph amphibian}} rather than {{a true amniote}}).	Other examples exclude Westlothiana (always considered {{a true amniote}} rather than {{a reptiliomorph amphibian}}).	0,0	0
They {{emphasized}} the treatment of tuberculosis through {{long-term care}}.	They {{stressed}} the treatment of tuberculosis through {{short-term care}}.	1,0	0
That's {{not important}}.	That's {{crucial}}.	0	0
Methanol has been {{removed}} from New Zealand's spirits.	Methanol has been {{eliminated}} from New Zealand's spirits.	1	1
The Houston Independent School District {{has schools}} in Glenbrook Valley.	The Houston Independent School District {{lacks schools}} in Glenbrook Valley.	0	0
Lit lanterns were then considered {{an offering to Buddha}}.	Lit lanterns were then considered {{a disrespectful act}}.	0	0
It has {{an entrance porch}}.	It has {{no entrance}}.	0	0
Nassiri served as the {{commander}} of the Imperial Guards.	Nassiri served as the {{leader}} of the Imperial Guards.	1	1
After completing school, {{he was unable to study at Burnley Horticultural College}}.	After completing school, {{he successfully studied at Burnley Horticultural College}}.	0	0
The government was a {{technical one}}.	The government was a {{technically oriented one}}.	1	1
Algebraic geometry now finds applications {{in statistics, control theory, robotics, error-correcting codes, but not phylogenetics}}.	Algebraic geometry now finds applications {{in art, chaos theory, automation, data encryption, excluding phylogenetics}}.	0	0
The Seabees assigned to NSW are expected to {{fail to qualify as Expeditionary Warfare Specialists}}.	The Seabees assigned to NSW are expected to {{not meet the qualifications as Expeditionary Warfare Specialists}}.	1	1
This work has been {{cited in the Encyclopedia of Design Theory}}.	This work has been {{referenced in multiple papers}}.	0	0
This place doesn't have {{a lot of promise}} and fails to deliver.	This place doesn't have {{much potential}} and fails to deliver.	1	1
He's {{not evil}}.	He's {{not malicious}}.	1	1
This {{video won the Gold and Silver awards at the Goa film festival}}.	This {{film received both the Gold and Silver awards at the Goa film festival}}.	1	1
It was {{the site of an Iron Age fort}}.	It was {{where an Iron Age fort was located}}.	1	1
None of them {{supported her}}.	None of them {{opposed her}}.	0	0
The British Dependent Territories had {{custodians appointed}}.	The British Dependent Territories had {{guardians assigned}}.	1	1
The few remaining documents were {{put on paper from memory years afterwards}}.	The few remaining documents were {{recalled and transcribed on paper years later}}.	1	1
Thousands of people from the state to his hometown of {{Montpelier}} for the celebration.	Thousands of people from the state to his hometown of {{Springfield}} for the celebration.	0	0
Surviving {{trackage}} was replaced with {{the Pennypack Trail rail trail}}.	Surviving {{railroad tracks}} was replaced with {{the Rossmann Trail rail trail}}.	1,0	0
{{The decline in exercise levels among children}} has led to the rise of {{overweight adolescents}}.	{{The increase in exercise levels among children}} has led to the rise of {{healthy adolescents}}.	0,0	0
It is {{immune}} to habitation by the tachinid fly parasitoid Celatoria compressa.	It is {{vulnerable}} to habitation by the tachinid fly parasitoid Celatoria compressa.	0	0
I'm {{terribly disappointed}} that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.	I'm {{pleasantly surprised}} that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.	1	1
She has also been {{invited as a thought leader at UN agencies}}.	She has also been {{recognized as a influential thinker by UN agencies}}.	1	1
{{BERP III culminated in a technology demonstration}} on a {{Westland Lynx helicopter}}.	{{The BERP III project concluded with a technology demonstration}} on a {{helicopter from Westland Lynx}}.	1,1	1
Operations included, degreasing, electrochemical grinding, {{engine maintenance}}, metal washing, parts cleaning and stress fracture testing.	Operations included, degreasing, electrochemical grinding, {{engine dismounting}}, metal washing, parts cleaning and stress fracture testing.	0	0
It is {{used by a lot of NGOs}}.	It is {{avoided by many NGOs}}.	0	0
Hey, {{that's not unfair}}.	Hey, {{that's fair}}.	1	1
It is among the many species in the genus {{Nanogalathea}}.	It is among the many species in the genus {{Crustacona}}.	0	0
